ID,PseAAC_lambda1,PseAAC_lambda2,PseAAC_lambda3,PseAAC_lambda4,PseAAC_lambda5
Negative_F2038,0.112554,0.085084,0.090349,0.060366,0.120359
Negative_F847,0.074041,0.075360,0.059352,0.082101,0.053423
Negative_F1094,0.058367,0.060030,0.057784,0.053128,0.058220
Negative_F1397,0.065415,0.070524,0.048236,0.064198,0.054600
Negative_F2448,0.043804,0.062751,0.028299,0.032398,0.060669
Negative_F1339,0.053417,0.049601,0.066750,0.067601,0.061645
Negative_F1344,0.077679,0.107868,0.055165,0.045823,0.087818
Negative_F685,0.035163,0.037749,0.032098,0.038747,0.032739
Negative_F1716,0.065038,0.090776,0.102614,0.094059,0.066161
Negative_F2340,0.074095,0.078787,0.095465,0.114636,0.110950
Negative_F1366,0.068914,0.096582,0.068609,0.051305,0.083371
Negative_F820,0.074093,0.079181,0.073888,0.082191,0.067337
Negative_F297,0.072886,0.073183,0.053198,0.068726,0.086627
Negative_F2165,0.097965,0.081631,0.077813,0.056822,0.093054
Negative_F1270,0.054098,0.058889,0.068374,0.061499,0.055020
Negative_F639,0.045110,0.074427,0.055769,0.049401,0.061016
Negative_F116,0.098211,0.070172,0.094659,0.117362,0.074733
Negative_F2281,0.082527,0.041872,0.065356,0.074361,0.051882
Negative_F170,0.052108,0.067117,0.055704,0.050450,0.074777
Negative_F2175,0.058370,0.074912,0.086273,0.087734,0.078864
Negative_F421,0.041913,0.044702,0.043792,0.036172,0.030899
Negative_F1348,0.051241,0.057571,0.054390,0.062971,0.065550
Negative_F428,0.046582,0.050732,0.056680,0.060063,0.049022
Negative_F42,0.061545,0.071828,0.060966,0.025451,0.066019
Negative_F471,0.036535,0.048300,0.036344,0.039637,0.034919
Negative_F429,0.052424,0.061242,0.054638,0.049058,0.044247
Negative_F803,0.069878,0.064970,0.059863,0.067243,0.052978
Negative_F811,0.053777,0.048823,0.042058,0.045261,0.034300
Negative_F1675,0.080067,0.064557,0.065997,0.070303,0.064397
Negative_F2174,0.085143,0.084203,0.080404,0.077418,0.097591
Negative_F1603,0.061207,0.068383,0.071592,0.075934,0.067821
Negative_F1043,0.051531,0.064547,0.053159,0.047668,0.043092
Negative_F1611,0.059659,0.055931,0.041302,0.060957,0.069844
Negative_F2,0.070789,0.062699,0.063674,0.062145,0.075544
Negative_F1622,0.066106,0.062707,0.061503,0.069684,0.063735
Negative_F1308,0.052562,0.063852,0.057784,0.053363,0.070057
Negative_F459,0.066424,0.073229,0.057499,0.072851,0.072799
Negative_F2423,0.062560,0.066064,0.051397,0.057941,0.071586
Negative_F860,0.061146,0.068943,0.062373,0.077657,0.060437
Negative_F1458,0.064123,0.068855,0.071453,0.071411,0.071393
Negative_F1769,0.110872,0.113070,0.072259,0.027411,0.122404
Negative_F333,0.073459,0.065021,0.073659,0.063383,0.078241
Negative_F254,0.067185,0.086397,0.074179,0.074789,0.094863
Negative_F286,0.046988,0.060800,0.068934,0.061796,0.064273
Negative_F1445,0.062987,0.086478,0.055084,0.046810,0.082907
Negative_F1417,0.098830,0.080385,0.071328,0.063484,0.084290
Negative_F2124,0.064489,0.068960,0.076137,0.073041,0.060831
Negative_F1683,0.052610,0.069585,0.066656,0.054243,0.052937
Negative_F2156,0.041295,0.058157,0.050022,0.045363,0.060807
Negative_F1685,0.066065,0.072951,0.073613,0.059295,0.058528
Negative_F1980,0.058686,0.053858,0.071865,0.050105,0.058899
Negative_F1103,0.065171,0.072970,0.079558,0.084772,0.059127
Negative_F287,0.080597,0.056349,0.080714,0.067960,0.060727
Negative_F1190,0.066238,0.063676,0.074494,0.079058,0.053183
Negative_F549,0.071429,0.074594,0.056539,0.053239,0.069744
Negative_F2435,0.066912,0.079046,0.053476,0.060797,0.074443
Negative_F838,0.060038,0.059308,0.053183,0.053118,0.047044
Negative_F144,0.071207,0.074372,0.094023,0.087504,0.086139
Negative_F1943,0.128104,0.060512,0.098571,0.070918,0.125450
Negative_F1201,0.062696,0.079075,0.057886,0.034448,0.065626
Negative_F2227,0.071778,0.098619,0.072830,0.061913,0.087053
Negative_F1747,0.080069,0.086896,0.083107,0.063226,0.064083
Negative_F245,0.057687,0.034238,0.058774,0.044556,0.069380
Negative_F2007,0.059313,0.072505,0.040038,0.042158,0.068715
Negative_F1935,0.073870,0.090081,0.043197,0.054988,0.081114
Negative_F604,0.062616,0.082468,0.068078,0.055731,0.060807
Negative_F642,0.038757,0.064390,0.034136,0.023664,0.048995
Negative_F1418,0.067639,0.061195,0.072921,0.071237,0.066902
Negative_F384,0.057600,0.078832,0.049653,0.043631,0.064485
Negative_F518,0.059828,0.073635,0.064322,0.050170,0.081056
Negative_F1800,0.051511,0.068782,0.047852,0.051103,0.062379
Negative_F1898,0.078997,0.102747,0.091239,0.032424,0.067605
Negative_F1852,0.068296,0.069484,0.066961,0.068567,0.057074
Negative_F999,0.043200,0.065226,0.056741,0.048137,0.060183
Negative_F2024,0.063910,0.077365,0.054113,0.052026,0.068507
Negative_F1012,0.057931,0.077176,0.055728,0.037816,0.063995
Negative_F50,0.043350,0.048645,0.045762,0.041114,0.050260
Negative_F818,0.053155,0.062038,0.046053,0.057927,0.058244
Negative_F557,0.085590,0.127888,0.070594,0.030932,0.091847
Negative_F198,0.041116,0.060439,0.038066,0.028130,0.048588
Negative_F2249,0.048455,0.070433,0.039099,0.037811,0.073587
Negative_F721,0.067553,0.076945,0.061535,0.065132,0.048675
Negative_F864,0.077444,0.092823,0.071252,0.062884,0.097541
Negative_F2236,0.068392,0.074156,0.059120,0.051250,0.081046
Negative_F813,0.051838,0.041958,0.055786,0.031642,0.047408
Negative_F990,0.051011,0.072163,0.056245,0.036106,0.074680
Negative_F1324,0.078144,0.091587,0.074848,0.088436,0.076999
Negative_F815,0.087253,0.123960,0.075913,0.069520,0.100568
Negative_F365,0.041791,0.067313,0.057175,0.046749,0.064831
Negative_F1382,0.071442,0.100019,0.069782,0.039753,0.105639
Negative_F1055,0.062382,0.086072,0.078918,0.053223,0.069834
Negative_F648,0.065709,0.058710,0.056339,0.060205,0.073548
Negative_F1111,0.060869,0.084506,0.046229,0.040965,0.059916
Negative_F2422,0.082930,0.071788,0.078372,0.073179,0.067342
Negative_F246,0.062952,0.039438,0.054322,0.046892,0.075892
Negative_F264,0.069411,0.075447,0.059869,0.056967,0.074557
Negative_F660,0.064315,0.063557,0.068045,0.059378,0.071397
Negative_F603,0.064081,0.072037,0.061806,0.089050,0.080507
Negative_F1356,0.058107,0.077063,0.045202,0.042097,0.059677
Negative_F119,0.068270,0.102032,0.095316,0.086425,0.084242
Negative_F1264,0.064131,0.071798,0.066334,0.058389,0.069358
Negative_F1844,0.053649,0.060683,0.045828,0.066372,0.062855
Negative_F1512,0.064301,0.057232,0.062074,0.054739,0.059986
Negative_F1732,0.074713,0.100157,0.071677,0.057911,0.079358
Negative_F1451,0.069787,0.083746,0.067097,0.062859,0.089035
Negative_F1774,0.067225,0.065593,0.059096,0.068627,0.067171
Negative_F204,0.053890,0.061561,0.046176,0.052028,0.062544
Negative_F1819,0.066746,0.061354,0.063342,0.077591,0.065152
Negative_F783,0.081452,0.077881,0.062716,0.077214,0.096650
Negative_F934,0.098370,0.073079,0.038715,0.079918,0.068780
Negative_F1674,0.077173,0.071758,0.056280,0.048604,0.079753
Negative_F2398,0.064659,0.058553,0.048820,0.054080,0.058687
Negative_F680,0.055760,0.070090,0.054570,0.051173,0.066115
Negative_F499,0.065733,0.057162,0.060707,0.058839,0.059383
Negative_F1291,0.053511,0.066012,0.061798,0.043162,0.061648
Negative_F1220,0.059447,0.094456,0.064581,0.036152,0.074167
Negative_F554,0.065128,0.086689,0.078025,0.071068,0.073901
Negative_F1745,0.069007,0.081425,0.047448,0.089505,0.076742
Negative_F2226,0.078437,0.112958,0.064554,0.054421,0.112591
Negative_F608,0.075320,0.098278,0.063226,0.047461,0.091332
Negative_F2079,0.053817,0.073705,0.073573,0.064795,0.072147
Negative_F447,0.068340,0.059074,0.062635,0.063363,0.048427
Negative_F1097,0.066486,0.053916,0.065081,0.056778,0.062829
Negative_F940,0.067938,0.046706,0.055458,0.056751,0.053039
Negative_F1443,0.054214,0.076974,0.060091,0.063561,0.072827
Negative_F1754,0.067719,0.069111,0.058457,0.039627,0.068317
Negative_F1548,0.065851,0.056676,0.061582,0.059115,0.059929
Negative_F1693,0.069700,0.075340,0.071451,0.068005,0.073304
Negative_F1509,0.074708,0.059671,0.067553,0.066307,0.071855
Negative_F2341,0.069642,0.075934,0.070190,0.096260,0.099233
Negative_F1520,0.062585,0.098127,0.068824,0.041290,0.061997
Negative_F2123,0.064280,0.064936,0.077736,0.066223,0.054586
Negative_F1569,0.071240,0.067982,0.071286,0.062180,0.071874
Negative_F1872,0.051893,0.061181,0.069750,0.072579,0.058676
Negative_F394,0.081021,0.103654,0.082421,0.050619,0.085434
Negative_F732,0.052168,0.051821,0.073703,0.049029,0.052513
Negative_F1567,0.047798,0.048621,0.043497,0.040247,0.040175
Negative_F1781,0.072283,0.071451,0.070278,0.049576,0.069329
Negative_F1534,0.072315,0.058357,0.074653,0.060364,0.077201
Negative_F2455,0.058884,0.060335,0.052311,0.049621,0.063276
Negative_F2150,0.035701,0.048807,0.050661,0.046320,0.039547
Negative_F2361,0.071510,0.062431,0.072652,0.074838,0.073190
Negative_F176,0.063131,0.064214,0.054349,0.065968,0.070765
Negative_F733,0.043728,0.045861,0.054973,0.056663,0.056284
Negative_F1928,0.128017,0.077942,0.100491,0.078581,0.115351
Negative_F2449,0.044633,0.054899,0.031340,0.027209,0.057646
Negative_F1597,0.065093,0.059567,0.058054,0.050521,0.062496
Negative_F1377,0.091750,0.056178,0.077555,0.055938,0.076774
Negative_F111,0.061451,0.060631,0.067182,0.055767,0.070889
Negative_F949,0.058097,0.077794,0.051810,0.055791,0.067283
Negative_F392,0.076156,0.105860,0.063082,0.051111,0.092607
Negative_F655,0.061298,0.060306,0.056434,0.058892,0.063590
Negative_F699,0.053218,0.062604,0.065947,0.047397,0.056849
Negative_F2364,0.067321,0.091092,0.082259,0.077391,0.085644
Negative_F1368,0.053576,0.074201,0.050280,0.021617,0.070681
Negative_F480,0.052218,0.086489,0.052413,0.037457,0.067724
Negative_F2248,0.082635,0.099736,0.072883,0.072213,0.092311
Negative_F1033,0.077998,0.076724,0.092847,0.053473,0.086475
Negative_F1618,0.077355,0.063990,0.050738,0.057345,0.070223
Negative_F353,0.071041,0.080787,0.066040,0.060023,0.070370
Negative_F911,0.085453,0.062574,0.064761,0.094248,0.053698
Negative_F1450,0.067571,0.079920,0.066501,0.038359,0.069873
Negative_F2424,0.050485,0.037174,0.033904,0.031901,0.049520
Negative_F536,0.066614,0.079887,0.064259,0.087597,0.105470
Negative_F2417,0.049515,0.071878,0.058794,0.041487,0.060041
Negative_F520,0.060413,0.073954,0.064056,0.034768,0.064334
Negative_F2324,0.070493,0.109416,0.080949,0.055274,0.083872
Negative_F1938,0.067581,0.056423,0.063877,0.078151,0.051170
Negative_F617,0.051817,0.066142,0.037933,0.035245,0.064974
Negative_F2060,0.084050,0.086397,0.062290,0.066914,0.087385
Negative_F594,0.049335,0.067278,0.052968,0.032779,0.064972
Negative_F282,0.074508,0.067814,0.070631,0.083181,0.065837
Negative_F1422,0.040072,0.068255,0.056414,0.052259,0.057807
Negative_F1272,0.091308,0.063210,0.086970,0.076760,0.071019
Negative_F1808,0.064290,0.068692,0.057854,0.060688,0.055665
Negative_F1795,0.056644,0.072302,0.041373,0.054329,0.084790
Negative_F187,0.082701,0.069553,0.074351,0.057241,0.089555
Negative_F288,0.072562,0.063884,0.074635,0.078272,0.061222
Negative_F257,0.063226,0.090369,0.073826,0.074482,0.096836
Negative_F909,0.046510,0.056686,0.040663,0.040464,0.053312
Negative_F2301,0.102473,0.099451,0.073682,0.101601,0.102861
Negative_F541,0.059510,0.059917,0.053720,0.052457,0.068952
Negative_F2391,0.080517,0.083476,0.063922,0.067120,0.087451
Negative_F1086,0.068435,0.064595,0.068787,0.068279,0.058276
Negative_F2041,0.078019,0.090475,0.073783,0.062192,0.095444
Negative_F918,0.071427,0.087198,0.091905,0.084966,0.067842
Negative_F2095,0.075304,0.075574,0.068964,0.075756,0.083024
Negative_F684,0.073427,0.074554,0.061472,0.050095,0.060776
Negative_F997,0.057257,0.063313,0.040196,0.043404,0.053691
Negative_F1830,0.067204,0.079900,0.046801,0.041750,0.082067
Negative_F2117,0.095179,0.036229,0.101751,0.047597,0.114512
Negative_F1176,0.062862,0.056230,0.056771,0.070077,0.069831
Negative_F1814,0.059766,0.063359,0.052845,0.047442,0.077440
Negative_F951,0.066380,0.083354,0.060716,0.055102,0.065965
Negative_F2304,0.060076,0.070003,0.056762,0.067001,0.072909
Negative_F2220,0.062109,0.073376,0.055485,0.026680,0.065923
Negative_F513,0.072504,0.076143,0.071922,0.045559,0.067053
Negative_F2005,0.070059,0.067607,0.060840,0.063109,0.060444
Negative_F316,0.075323,0.077209,0.073217,0.068679,0.062321
Negative_F2146,0.052481,0.071916,0.058133,0.065622,0.083058
Negative_F2305,0.101194,0.050854,0.078289,0.073105,0.073139
Negative_F1361,0.047578,0.074224,0.070371,0.073980,0.084667
Negative_F870,0.076179,0.092762,0.071404,0.072328,0.075790
Negative_F706,0.058791,0.049602,0.044101,0.057672,0.047630
Negative_F577,0.064283,0.082941,0.078647,0.077923,0.080363
Negative_F1410,0.045283,0.063566,0.035972,0.037483,0.052491
Negative_F2164,0.066668,0.068249,0.061888,0.058452,0.081043
Negative_F2400,0.076847,0.041200,0.077765,0.037885,0.072903
Negative_F2001,0.078663,0.075021,0.063678,0.072767,0.078056
Negative_F735,0.068303,0.066136,0.066822,0.056347,0.075652
Negative_F1035,0.063120,0.077233,0.076217,0.063918,0.069726
Negative_F779,0.045328,0.040151,0.051541,0.042363,0.051745
Negative_F763,0.048167,0.042687,0.055544,0.044887,0.055905
Negative_F13,0.061243,0.088297,0.049347,0.050356,0.083695
Negative_F453,0.045123,0.059556,0.066572,0.049170,0.065850
Negative_F147,0.060928,0.055342,0.070921,0.069143,0.068740
Negative_F1592,0.059076,0.086524,0.051292,0.047696,0.055010
Negative_F1971,0.050848,0.060851,0.077613,0.076179,0.057471
Negative_F773,0.052742,0.051788,0.058304,0.049284,0.052419
Negative_F1476,0.067823,0.073198,0.063888,0.071432,0.071770
Negative_F1383,0.057336,0.065928,0.055955,0.068869,0.070151
Negative_F1482,0.062509,0.065884,0.067021,0.066098,0.072819
Negative_F1671,0.055612,0.086418,0.056580,0.032805,0.074502
Negative_F148,0.062335,0.057904,0.058908,0.054415,0.060647
Negative_F2264,0.064234,0.063916,0.077189,0.064761,0.076299
Negative_F1704,0.078151,0.117007,0.088706,0.062486,0.067733
Negative_F404,0.066255,0.065413,0.047300,0.057689,0.056965
Negative_F1301,0.046677,0.086226,0.106002,0.127466,0.090219
Negative_F1076,0.064058,0.080692,0.061522,0.047789,0.071733
Negative_F2439,0.070266,0.067703,0.064238,0.065265,0.058404
Negative_F1742,0.080394,0.075286,0.072429,0.055503,0.073752
Negative_F1105,0.069572,0.086237,0.065911,0.052083,0.071488
Negative_F1608,0.086624,0.114323,0.089049,0.075135,0.076398
Negative_F398,0.061801,0.068989,0.051413,0.040255,0.062081
Negative_F2014,0.093464,0.087119,0.052665,0.084810,0.085983
Negative_F519,0.060809,0.077887,0.057037,0.050732,0.072828
Negative_F1127,0.061197,0.054120,0.053021,0.043603,0.053853
Negative_F1793,0.073807,0.053303,0.070664,0.061133,0.089558
Negative_F2326,0.097567,0.106743,0.084893,0.071579,0.110787
Negative_F308,0.051304,0.069219,0.067470,0.061916,0.081990
Negative_F647,0.063723,0.068581,0.061189,0.063886,0.078514
Negative_F656,0.069981,0.059478,0.061365,0.052915,0.071261
Negative_F1396,0.048201,0.053449,0.062603,0.057915,0.065572
Negative_F2356,0.059693,0.042140,0.049492,0.028428,0.054316
Negative_F1398,0.055522,0.057491,0.052296,0.041847,0.046845
Negative_F1423,0.061018,0.063837,0.074894,0.061622,0.052107
Negative_F892,0.062908,0.072008,0.052535,0.044839,0.055632
Negative_F160,0.071899,0.070173,0.063272,0.061902,0.066348
Negative_F46,0.061280,0.077635,0.067555,0.041527,0.060019
Negative_F2330,0.072019,0.062006,0.064487,0.066642,0.060415
Negative_F1824,0.072634,0.081463,0.078172,0.065160,0.090992
Negative_F79,0.043704,0.068239,0.035168,0.019325,0.049981
Negative_F1940,0.094332,0.086280,0.105897,0.088972,0.046290
Negative_F2052,0.075293,0.104572,0.063539,0.071185,0.091232
Negative_F1501,0.042723,0.050273,0.043613,0.039836,0.045377
Negative_F913,0.094251,0.067220,0.049806,0.065236,0.059450
Negative_F1006,0.049763,0.068901,0.049881,0.033104,0.070225
Negative_F277,0.080320,0.088112,0.052561,0.064008,0.086168
Negative_F2138,0.068230,0.083876,0.060411,0.067967,0.067672
Negative_F1589,0.049753,0.087992,0.071812,0.056659,0.072608
Negative_F1899,0.051412,0.066584,0.055676,0.038757,0.049571
Negative_F2093,0.086727,0.079632,0.064002,0.057387,0.089558
Negative_F671,0.040246,0.069237,0.041947,0.030064,0.059398
Negative_F253,0.066901,0.087559,0.075380,0.077050,0.095249
Negative_F1676,0.067348,0.066876,0.063763,0.055719,0.074319
Negative_F1806,0.071188,0.061516,0.055954,0.071728,0.064296
Negative_F54,0.056036,0.080327,0.050612,0.028528,0.075186
Negative_F1967,0.062018,0.068129,0.071289,0.064649,0.071232
Negative_F156,0.048025,0.040817,0.060631,0.064666,0.060536
Negative_F2144,0.058920,0.077114,0.063636,0.055686,0.071414
Negative_F1452,0.052826,0.065062,0.047907,0.030741,0.061130
Negative_F2454,0.074485,0.079745,0.060168,0.026747,0.077675
Negative_F476,0.047718,0.064267,0.055280,0.043438,0.068817
Negative_F1046,0.075212,0.083988,0.059743,0.035662,0.069441
Negative_F1316,0.070211,0.063830,0.049635,0.058466,0.051062
Negative_F445,0.062887,0.082108,0.045401,0.041230,0.071109
Negative_F2029,0.071385,0.068888,0.075537,0.080440,0.053351
Negative_F1506,0.091658,0.085347,0.074868,0.077358,0.105457
Negative_F1198,0.055540,0.049858,0.059668,0.061441,0.064012
Negative_F2031,0.066393,0.085247,0.084343,0.069558,0.058979
Negative_F533,0.090879,0.064235,0.078480,0.069692,0.077342
Negative_F2099,0.074830,0.074287,0.071409,0.066457,0.073780
Negative_F89,0.067720,0.065106,0.060396,0.040577,0.059281
Negative_F2065,0.087213,0.079468,0.082261,0.083046,0.086389
Negative_F1282,0.046320,0.044361,0.052750,0.045811,0.051504
Negative_F185,0.078618,0.078988,0.074271,0.083410,0.070216
Negative_F545,0.061024,0.076240,0.059409,0.051926,0.079540
Negative_F1141,0.062888,0.070685,0.051166,0.071179,0.070424
Negative_F1714,0.073280,0.067235,0.073347,0.069713,0.079603
Negative_F532,0.098274,0.075606,0.078556,0.070341,0.080892
Negative_F742,0.093749,0.100192,0.074048,0.059529,0.086467
Negative_F2271,0.049141,0.067465,0.052753,0.048033,0.075806
Negative_F486,0.040907,0.065468,0.052985,0.052374,0.059555
Negative_F37,0.081378,0.083962,0.083441,0.083559,0.068949
Negative_F346,0.076755,0.081672,0.083812,0.120254,0.088415
Negative_F1376,0.039597,0.039669,0.040915,0.028024,0.032216
Negative_F433,0.065976,0.082806,0.062813,0.045399,0.074406
Negative_F435,0.058459,0.084075,0.050244,0.043630,0.067139
Negative_F1544,0.040222,0.069696,0.060889,0.058456,0.063901
Negative_F1034,0.049709,0.069541,0.069577,0.064368,0.060685
Negative_F100,0.071045,0.095715,0.066811,0.067836,0.078274
Negative_F402,0.087226,0.111532,0.025771,0.056697,0.117210
Negative_F2071,0.069342,0.086036,0.058569,0.056782,0.075981
Negative_F161,0.065257,0.072254,0.064393,0.070079,0.073873
Negative_F1686,0.063140,0.067833,0.075817,0.076814,0.056889
Negative_F2309,0.069275,0.089514,0.061939,0.079275,0.090879
Negative_F564,0.047874,0.048582,0.060236,0.054042,0.050522
Negative_F466,0.057765,0.076054,0.058586,0.064899,0.072752
Negative_F891,0.079038,0.080397,0.067238,0.056576,0.071015
Negative_F354,0.070334,0.081570,0.077685,0.065829,0.063637
Negative_F2294,0.065095,0.072429,0.065780,0.066109,0.058805
Negative_F265,0.079499,0.092454,0.094901,0.058274,0.082466
Negative_F1002,0.065247,0.077390,0.058609,0.045709,0.066924
Negative_F145,0.073589,0.063732,0.079664,0.080427,0.058146
Negative_F2443,0.080759,0.071622,0.083558,0.087926,0.073971
Negative_F390,0.088602,0.099280,0.049655,0.072256,0.103796
Negative_F1554,0.077671,0.096899,0.067835,0.044922,0.076521
Negative_F2286,0.051922,0.067287,0.040048,0.042867,0.056105
Negative_F688,0.064346,0.070375,0.060973,0.054404,0.062196
Negative_F1919,0.057516,0.065819,0.064158,0.041270,0.067648
Negative_F2077,0.041346,0.074048,0.066057,0.067591,0.063028
Negative_F1147,0.068306,0.076456,0.073119,0.052484,0.074914
Negative_F164,0.066952,0.055279,0.070271,0.064918,0.075891
Negative_F2177,0.062969,0.063211,0.067251,0.055203,0.061947
Negative_F2450,0.051566,0.075156,0.036216,0.040036,0.062654
Negative_F816,0.085023,0.079200,0.074958,0.072156,0.090172
Negative_F2367,0.062670,0.065686,0.060795,0.058904,0.065744
Negative_F1342,0.047719,0.069039,0.048343,0.027940,0.070503
Negative_F236,0.069376,0.081760,0.060047,0.080405,0.066744
Negative_F1442,0.062947,0.052303,0.065175,0.052045,0.054751
Negative_F82,0.043026,0.068175,0.054833,0.023787,0.046124
Negative_F1060,0.093162,0.090608,0.101476,0.061069,0.069534
Negative_F2390,0.065637,0.059701,0.062882,0.072609,0.074948
Negative_F2207,0.071417,0.068441,0.097624,0.097153,0.119926
Negative_F283,0.059488,0.061512,0.059148,0.073047,0.072224
Negative_F855,0.057880,0.052298,0.055771,0.053779,0.044876
Negative_F218,0.093921,0.084380,0.097485,0.029146,0.084958
Negative_F807,0.067706,0.062256,0.039145,0.056397,0.055601
Negative_F602,0.073739,0.100192,0.067701,0.077751,0.105700
Negative_F1977,0.074561,0.102149,0.081690,0.071344,0.077739
Negative_F1275,0.061577,0.076720,0.058158,0.067699,0.091642
Negative_F1528,0.070254,0.079153,0.079477,0.064946,0.064582
Negative_F474,0.050480,0.081131,0.049539,0.044832,0.074037
Negative_F1239,0.069672,0.074903,0.087116,0.081488,0.086392
Negative_F610,0.091468,0.085916,0.085593,0.049400,0.063971
Negative_F1497,0.069780,0.073755,0.067770,0.042035,0.072876
Negative_F450,0.068797,0.068580,0.060839,0.057667,0.066566
Negative_F134,0.076888,0.037118,0.058925,0.056899,0.044595
Negative_F2279,0.079255,0.097150,0.100164,0.054166,0.081832
Negative_F413,0.090598,0.086172,0.101901,0.064739,0.097237
Negative_F945,0.059707,0.073079,0.051288,0.034054,0.060799
Negative_F2344,0.069497,0.066248,0.068146,0.057233,0.067297
Negative_F2407,0.068842,0.077050,0.055357,0.044043,0.077792
Negative_F1662,0.089057,0.081136,0.076675,0.068101,0.060886
Negative_F1629,0.080340,0.093012,0.070433,0.029873,0.057740
Negative_F1766,0.087403,0.090376,0.059874,0.062768,0.088801
Negative_F1760,0.064342,0.072335,0.049477,0.056420,0.080402
Negative_F1749,0.085285,0.077196,0.071437,0.063073,0.092863
Negative_F190,0.075797,0.098935,0.065695,0.064352,0.068057
Negative_F2003,0.084053,0.118906,0.060027,0.060943,0.102655
Negative_F438,0.109597,0.095790,0.057217,0.073821,0.113689
Negative_F93,0.084456,0.081911,0.053249,0.067575,0.083784
Negative_F19,0.061222,0.092832,0.060441,0.038192,0.075570
Negative_F1634,0.064239,0.074861,0.057041,0.042323,0.064635
Negative_F607,0.094526,0.073571,0.076161,0.039174,0.075254
Negative_F217,0.070659,0.069837,0.067534,0.060748,0.043432
Negative_F1910,0.039370,0.029706,0.036113,0.028048,0.031183
Negative_F1639,0.049904,0.078032,0.049947,0.012523,0.055403
Negative_F1415,0.056066,0.061612,0.059629,0.055653,0.049891
Negative_F2274,0.069803,0.068676,0.073327,0.079935,0.070396
Negative_F1321,0.053789,0.072482,0.045109,0.035901,0.065957
Negative_F328,0.046872,0.064972,0.040864,0.022810,0.046622
Negative_F1697,0.073646,0.068409,0.056198,0.068141,0.066427
Negative_F211,0.063706,0.066242,0.050033,0.043016,0.073807
Negative_F1385,0.064191,0.072981,0.062003,0.065495,0.070276
Negative_F1786,0.076556,0.068424,0.056660,0.045390,0.081144
Negative_F2311,0.045981,0.068497,0.048099,0.042344,0.065842
Negative_F2012,0.072854,0.065057,0.055524,0.068549,0.046840
Negative_F570,0.066853,0.071388,0.084363,0.067554,0.074607
Negative_F1412,0.090436,0.088259,0.063397,0.074287,0.092099
Negative_F1914,0.060768,0.065470,0.058686,0.073146,0.058472
Negative_F1026,0.089845,0.109286,0.058015,0.071807,0.086122
Negative_F1587,0.058283,0.095343,0.058335,0.047801,0.072131
Negative_F1626,0.074285,0.075208,0.081539,0.062578,0.066149
Negative_F530,0.090454,0.107074,0.075867,0.065246,0.103991
Negative_F2388,0.079605,0.091146,0.073084,0.070703,0.085066
Negative_F2413,0.075381,0.104357,0.054630,0.051347,0.087535
Negative_F343,0.067568,0.066802,0.061383,0.069443,0.066030
Negative_F1927,0.060659,0.057784,0.060374,0.053060,0.057951
Negative_F1402,0.061136,0.073756,0.057103,0.028573,0.067491
Negative_F871,0.061897,0.076082,0.067543,0.063552,0.067407
Negative_F1113,0.057557,0.056739,0.061748,0.052420,0.048084
Negative_F1897,0.047588,0.043882,0.044625,0.048295,0.040155
Negative_F1353,0.088424,0.092076,0.082203,0.091802,0.088898
Negative_F776,0.046640,0.048968,0.055457,0.060197,0.047077
Negative_F2437,0.081573,0.076487,0.070102,0.064728,0.091750
Negative_F2409,0.054905,0.057524,0.047392,0.043477,0.053182
Negative_F1631,0.086878,0.051039,0.074797,0.069132,0.048346
Negative_F1384,0.063641,0.104179,0.067705,0.042242,0.085615
Negative_F914,0.037873,0.052531,0.048578,0.044180,0.061574
Negative_F2338,0.108428,0.089992,0.079497,0.163231,0.074136
Negative_F2355,0.089220,0.105379,0.065812,0.053144,0.109817
Negative_F1364,0.038531,0.055324,0.090675,0.098801,0.122453
Negative_F2176,0.083807,0.064945,0.071979,0.078503,0.067932
Negative_F747,0.040310,0.037466,0.039664,0.040746,0.033937
Negative_F1982,0.057297,0.077766,0.072584,0.061664,0.051950
Negative_F307,0.086055,0.083683,0.080565,0.054876,0.073531
Negative_F713,0.063870,0.072757,0.044768,0.044997,0.073473
Negative_F1367,0.050570,0.085821,0.050055,0.032332,0.071132
Negative_F1096,0.065935,0.067272,0.066651,0.061791,0.076689
Negative_F276,0.082341,0.087060,0.058789,0.067627,0.085788
Negative_F2426,0.065172,0.072686,0.063890,0.050134,0.059052
Negative_F83,0.064763,0.075181,0.059856,0.038106,0.069333
Negative_F1550,0.054956,0.045362,0.065780,0.051360,0.063925
Negative_F1952,0.068038,0.057100,0.071541,0.063605,0.066461
Negative_F207,0.070570,0.078445,0.053283,0.060361,0.067927
Negative_F1372,0.056432,0.070657,0.051693,0.036178,0.069674
Negative_F1802,0.066197,0.069516,0.063468,0.045400,0.074600
Negative_F935,0.050644,0.057990,0.029548,0.027761,0.060205
Negative_F491,0.077231,0.086931,0.053696,0.054023,0.083821
Negative_F802,0.065198,0.053735,0.055048,0.056809,0.068769
Negative_F2379,0.047745,0.040282,0.039719,0.028471,0.029265
Negative_F574,0.077583,0.073383,0.072165,0.090413,0.067366
Negative_F744,0.089134,0.075103,0.075571,0.055955,0.084960
Negative_F1022,0.043855,0.060160,0.045504,0.027666,0.048366
Negative_F1083,0.081689,0.112890,0.080356,0.081628,0.096251
Negative_F924,0.062511,0.066678,0.054718,0.045060,0.065641
