ID,Length,NetCharge,pI,K_frac,R_frac,H_frac,D_frac,E_frac,GRAVY,HydrophobicFrac,AromaticFrac,BomanIndex
Negative_F2115,15.000000,1.552442,10.002737,0.133333,0.000000,0.000000,0.000000,0.000000,1.066667,0.533333,0.066667,-1.400000
Negative_F2137,12.000000,3.557352,11.999968,0.000000,0.333333,0.000000,0.000000,0.000000,0.916667,0.666667,0.000000,2.431667
Negative_F2152,32.000000,3.548392,11.402281,0.000000,0.156250,0.062500,0.000000,0.031250,-0.303125,0.312500,0.093750,2.129062
Negative_F2170,23.000000,5.552291,11.999968,0.000000,0.260870,0.000000,0.000000,0.000000,-1.726087,0.217391,0.173913,4.373478
Negative_F2172,28.000000,8.551426,11.999968,0.035714,0.321429,0.000000,0.035714,0.000000,-1.753571,0.250000,0.107143,5.168571
Negative_F2173,32.000000,7.555193,11.999968,0.031250,0.250000,0.000000,0.031250,0.000000,-1.521875,0.281250,0.125000,3.831250
Negative_F2178,50.000000,2.490016,8.915736,0.020000,0.080000,0.020000,0.020000,0.020000,-0.198000,0.320000,0.120000,0.870800
Negative_F2179,37.000000,1.501326,8.858488,0.027027,0.054054,0.000000,0.027027,0.000000,0.170270,0.432432,0.081081,1.158649
Negative_F2195,12.000000,3.205811,11.999968,0.083333,0.250000,0.000000,0.000000,0.000000,-0.666667,0.500000,0.250000,3.110833
Negative_F2198,18.000000,3.279807,10.461172,0.166667,0.055556,0.055556,0.000000,0.000000,0.016667,0.500000,0.222222,0.826667
Negative_F2205,15.000000,4.532824,11.999968,0.000000,0.333333,0.000000,0.000000,0.000000,-0.813333,0.266667,0.000000,4.732667
Negative_F2213,13.000000,2.580743,10.860618,0.076923,0.153846,0.000000,0.000000,0.000000,0.223077,0.538462,0.153846,1.404615
Negative_F2222,47.000000,2.346764,8.495982,0.021277,0.063830,0.000000,0.021277,0.000000,-0.336170,0.297872,0.106383,1.217021
Negative_F2243,21.000000,4.587583,11.567578,0.095238,0.190476,0.047619,0.000000,0.047619,-0.923810,0.428571,0.238095,2.917143
Negative_F2246,15.000000,1.552235,9.699413,0.066667,0.066667,0.066667,0.000000,0.000000,0.080000,0.533333,0.200000,0.963333
Negative_F2260,161.000000,-1.275881,6.573054,0.043478,0.068323,0.031056,0.068323,0.049689,-0.672671,0.329193,0.099379,2.031180
Negative_F2261,155.000000,-1.212748,6.481259,0.058065,0.064516,0.025806,0.096774,0.032258,-0.904516,0.303226,0.096774,2.375226
Negative_F2263,153.000000,-1.244449,6.358885,0.052288,0.078431,0.019608,0.084967,0.052288,-0.860784,0.320261,0.104575,2.415033
Negative_F2266,33.000000,7.564110,10.406245,0.181818,0.060606,0.060606,0.000000,0.000000,-0.290909,0.333333,0.060606,1.671515
Negative_F2272,67.000000,0.179933,7.569044,0.044776,0.014925,0.029851,0.000000,0.044776,0.767164,0.447761,0.089552,-0.282388
Negative_F2277,93.000000,2.505896,8.303802,0.064516,0.053763,0.075269,0.043011,0.043011,-0.592473,0.225806,0.064516,1.716022
Negative_F2285,152.000000,-0.560841,6.964959,0.032895,0.059211,0.032895,0.065789,0.026316,-0.546053,0.388158,0.118421,1.988618
