ID,Label,AAC_A,AAC_C,AAC_F,AAC_G,AAC_I,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,Length,NetCharge,pI,K_frac,R_frac,H_frac,D_frac,E_frac,GRAVY,HydrophobicFrac,AromaticFrac,BomanIndex
Negative_F557,0,0.083333,0.041667,0.0,0.125,0.083333,0.291667,0.0,0.041667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,7.522827,11.999968,0.166667,0.166667,0.0,0.0,0.0,0.141667,0.458333,0.0,1.521667
Negative_F198,0,0.04,0.0,0.0,0.08,0.08,0.16,0.0,0.0,0.08,0.0,0.08,0.0,0.28,0.0,0.0,25.0,-0.334053,7.024072,0.04,0.0,0.12,0.0,0.04,1.312,0.56,0.0,-1.134
Negative_F2249,0,0.105263,0.0,0.052632,0.105263,0.157895,0.210526,0.0,0.052632,0.052632,0.0,0.105263,0.0,0.052632,0.0,0.0,19.0,1.552442,10.002737,0.105263,0.0,0.0,0.0,0.0,1.263158,0.578947,0.052632,-1.18
Negative_F721,0,0.061224,0.204082,0.020408,0.061224,0.061224,0.040816,0.0,0.020408,0.081633,0.020408,0.020408,0.081633,0.020408,0.020408,0.0,49.0,4.335265,8.763075,0.142857,0.040816,0.020408,0.020408,0.061224,-0.287755,0.22449,0.040816,1.497143
Negative_F864,0,0.033333,0.0,0.166667,0.033333,0.066667,0.033333,0.0,0.0,0.066667,0.0,0.066667,0.0,0.1,0.0,0.0,30.0,10.535948,11.789736,0.3,0.1,0.0,0.0,0.033333,-0.536667,0.4,0.166667,2.126333
Negative_F2236,0,0.055556,0.0,0.0,0.027778,0.027778,0.166667,0.0,0.194444,0.0,0.0,0.055556,0.0,0.055556,0.0,0.027778,36.0,7.535709,10.359054,0.25,0.055556,0.0,0.0,0.083333,-1.197222,0.333333,0.027778,2.96
Negative_F813,0,0.142857,0.095238,0.142857,0.142857,0.047619,0.095238,0.0,0.0,0.047619,0.0,0.047619,0.142857,0.047619,0.0,0.0,21.0,0.15688,7.735071,0.047619,0.0,0.0,0.0,0.0,1.214286,0.47619,0.142857,-1.042381
Negative_F990,0,0.125,0.083333,0.125,0.041667,0.208333,0.083333,0.0,0.0,0.083333,0.0,0.041667,0.041667,0.0,0.0,0.0,24.0,3.498424,9.701283,0.166667,0.0,0.0,0.0,0.0,1.175,0.541667,0.125,-1.005833
Negative_F1324,0,0.0625,0.0,0.0,0.479167,0.020833,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.020833,0.0,0.020833,48.0,11.591272,11.999968,0.0,0.25,0.020833,0.0,0.0,-1.216667,0.125,0.020833,3.504792
Negative_F815,0,0.12,0.0,0.08,0.16,0.04,0.04,0.0,0.04,0.0,0.0,0.08,0.0,0.0,0.08,0.04,25.0,3.551403,10.931533,0.08,0.16,0.0,0.04,0.04,-0.932,0.4,0.2,2.8096
Negative_F365,0,0.166667,0.083333,0.125,0.083333,0.125,0.083333,0.0,0.0,0.083333,0.041667,0.041667,0.0,0.041667,0.0,0.0,24.0,2.500929,9.390159,0.125,0.0,0.0,0.0,0.0,1.079167,0.541667,0.125,-0.98625
Negative_F1382,0,0.153846,0.0,0.153846,0.076923,0.230769,0.153846,0.0,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.0,13.0,1.554922,11.000837,0.076923,0.076923,0.0,0.0,0.0,1.592308,0.692308,0.153846,-0.865385
Negative_F1055,0,0.066667,0.0,0.066667,0.066667,0.066667,0.266667,0.0,0.066667,0.0,0.0,0.066667,0.066667,0.066667,0.0,0.0,15.0,2.549936,10.302064,0.2,0.0,0.0,0.0,0.0,0.76,0.533333,0.066667,-0.340667
Negative_F648,0,0.131579,0.0,0.0,0.184211,0.078947,0.026316,0.0,0.026316,0.026316,0.0,0.026316,0.052632,0.131579,0.0,0.026316,38.0,5.653369,10.655673,0.131579,0.052632,0.078947,0.0,0.026316,-0.15,0.394737,0.026316,1.005
Negative_F1111,0,0.0,0.142857,0.071429,0.0,0.071429,0.214286,0.071429,0.0,0.071429,0.0,0.0,0.0,0.142857,0.0,0.0,14.0,2.50341,9.503945,0.142857,0.071429,0.0,0.0,0.0,1.435714,0.571429,0.071429,-0.687857
Negative_F2422,0,0.054054,0.054054,0.0,0.108108,0.027027,0.135135,0.0,0.054054,0.054054,0.0,0.081081,0.081081,0.027027,0.027027,0.054054,37.0,8.189062,11.052025,0.108108,0.135135,0.0,0.0,0.0,-0.583784,0.324324,0.081081,2.228108
Negative_F246,0,0.083333,0.166667,0.0,0.0,0.166667,0.083333,0.0,0.0,0.166667,0.0,0.0,0.0,0.083333,0.0,0.166667,12.0,0.50341,8.045155,0.0,0.083333,0.0,0.0,0.0,1.125,0.583333,0.166667,-0.664167
Negative_F264,0,0.157895,0.0,0.157895,0.105263,0.0,0.0,0.0,0.052632,0.0,0.0,0.105263,0.052632,0.052632,0.0,0.0,19.0,3.620683,10.47774,0.210526,0.0,0.105263,0.0,0.0,-0.557895,0.368421,0.157895,1.433684
Negative_F660,0,0.081081,0.108108,0.027027,0.162162,0.0,0.027027,0.0,0.081081,0.0,0.027027,0.081081,0.054054,0.081081,0.027027,0.054054,37.0,4.517634,9.386677,0.108108,0.027027,0.054054,0.0,0.0,-0.421622,0.297297,0.108108,1.323784
Negative_F603,0,0.061224,0.081633,0.020408,0.040816,0.061224,0.0,0.020408,0.020408,0.081633,0.122449,0.081633,0.020408,0.081633,0.040816,0.0,49.0,8.453289,11.240724,0.061224,0.163265,0.0,0.020408,0.020408,-0.85102,0.285714,0.061224,3.147959
Negative_F1356,0,0.083333,0.083333,0.083333,0.083333,0.208333,0.125,0.0,0.0,0.083333,0.0,0.0,0.083333,0.0,0.0,0.0,24.0,3.498424,9.701283,0.166667,0.0,0.0,0.0,0.0,1.129167,0.5,0.083333,-1.085
Negative_F119,0,0.0,0.16,0.0,0.08,0.08,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.12,25.0,7.446761,10.223284,0.08,0.24,0.0,0.0,0.0,-1.056,0.24,0.12,3.9324
Negative_F1264,0,0.025,0.2,0.05,0.1,0.0,0.075,0.0,0.025,0.025,0.0,0.075,0.075,0.025,0.0,0.075,40.0,5.495303,9.100889,0.05,0.1,0.1,0.0,0.0,-0.2675,0.25,0.125,1.8455
Negative_F1844,0,0.05,0.2,0.05,0.05,0.0,0.0,0.0,0.05,0.05,0.0,0.2,0.1,0.1,0.1,0.0,20.0,-1.843664,4.050028,0.0,0.0,0.0,0.0,0.05,0.38,0.3,0.15,0.43
Negative_F1512,0,0.059406,0.039604,0.029703,0.069307,0.069307,0.079208,0.0,0.089109,0.009901,0.059406,0.118812,0.09901,0.039604,0.009901,0.029703,101.0,-3.513005,5.020782,0.049505,0.029703,0.009901,0.049505,0.059406,-0.446535,0.316832,0.069307,1.95802
Negative_F1732,0,0.105263,0.0,0.157895,0.0,0.0,0.263158,0.0,0.0,0.052632,0.0,0.052632,0.0,0.0,0.052632,0.052632,19.0,4.5449,10.582759,0.210526,0.052632,0.0,0.0,0.0,0.331579,0.631579,0.263158,0.061579
Negative_F1451,0,0.096774,0.064516,0.032258,0.16129,0.129032,0.064516,0.0,0.064516,0.0,0.0,0.0,0.064516,0.032258,0.032258,0.0,31.0,3.49746,9.594137,0.16129,0.032258,0.0,0.032258,0.032258,0.022581,0.387097,0.064516,0.808387
Negative_F1774,0,0.015152,0.181818,0.030303,0.136364,0.030303,0.0,0.045455,0.030303,0.060606,0.015152,0.090909,0.030303,0.015152,0.0,0.030303,66.0,9.272332,9.20146,0.151515,0.060606,0.015152,0.045455,0.015152,-0.715152,0.166667,0.060606,2.195909
Negative_F204,0,0.12,0.0,0.0,0.16,0.04,0.16,0.0,0.0,0.04,0.04,0.08,0.04,0.12,0.0,0.0,25.0,0.551503,8.497658,0.12,0.0,0.0,0.04,0.04,0.4,0.44,0.0,0.0472
Negative_F1819,0,0.051282,0.051282,0.025641,0.051282,0.025641,0.051282,0.0,0.025641,0.153846,0.025641,0.051282,0.102564,0.051282,0.0,0.025641,39.0,2.540565,9.38455,0.051282,0.128205,0.025641,0.051282,0.051282,-0.992308,0.230769,0.051282,2.998462
Negative_F783,0,0.098039,0.0,0.019608,0.078431,0.039216,0.137255,0.019608,0.039216,0.019608,0.019608,0.039216,0.019608,0.078431,0.098039,0.058824,51.0,7.254557,10.067077,0.196078,0.0,0.0,0.0,0.039216,-0.084314,0.54902,0.176471,0.147059
Negative_F934,0,0.133333,0.0,0.0,0.133333,0.0,0.066667,0.0,0.066667,0.0,0.0,0.066667,0.0,0.066667,0.0,0.0,15.0,2.244748,9.996097,0.266667,0.066667,0.0,0.066667,0.066667,-1.373333,0.266667,0.0,3.215333
Negative_F1674,0,0.074074,0.0,0.074074,0.111111,0.148148,0.111111,0.0,0.0,0.037037,0.0,0.111111,0.037037,0.074074,0.0,0.0,27.0,3.550619,10.461623,0.148148,0.037037,0.0,0.0,0.037037,0.648148,0.481481,0.074074,0.065926
Negative_F2398,0,0.076923,0.076923,0.0,0.076923,0.115385,0.038462,0.0,0.0,0.153846,0.038462,0.076923,0.038462,0.115385,0.0,0.0,26.0,2.467723,9.388225,0.115385,0.038462,0.0,0.0,0.038462,0.223077,0.346154,0.0,0.516538
Negative_F680,0,0.090909,0.030303,0.0,0.151515,0.030303,0.212121,0.0,0.0,0.0,0.030303,0.151515,0.030303,0.060606,0.0,0.0,33.0,2.21709,9.516388,0.151515,0.0,0.0,0.060606,0.0,0.324242,0.393939,0.0,0.34697
Negative_F499,0,0.090909,0.090909,0.0,0.181818,0.045455,0.0,0.022727,0.090909,0.0,0.022727,0.045455,0.090909,0.045455,0.045455,0.045455,44.0,2.554732,8.847528,0.090909,0.0,0.068182,0.022727,0.0,-0.493182,0.295455,0.090909,1.126136
Negative_F1291,0,0.208333,0.083333,0.083333,0.0,0.083333,0.083333,0.0,0.041667,0.083333,0.0,0.041667,0.041667,0.125,0.0,0.0,24.0,2.50341,9.503945,0.083333,0.041667,0.0,0.0,0.0,1.179167,0.583333,0.083333,-0.4475
Negative_F1220,0,0.071429,0.0,0.142857,0.0,0.142857,0.214286,0.0,0.142857,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,14.0,0.552888,8.590944,0.142857,0.0,0.0,0.071429,0.0,0.628571,0.571429,0.142857,0.235714
Negative_F554,0,0.054054,0.162162,0.081081,0.162162,0.027027,0.027027,0.0,0.054054,0.027027,0.054054,0.027027,0.027027,0.0,0.0,0.054054,37.0,6.476018,9.692451,0.027027,0.162162,0.054054,0.0,0.0,-0.651351,0.243243,0.135135,2.683243
Negative_F1745,0,0.153846,0.0,0.0,0.153846,0.0,0.0,0.0,0.076923,0.0,0.0,0.0,0.076923,0.0,0.076923,0.076923,13.0,-3.445098,4.050028,0.076923,0.0,0.0,0.230769,0.076923,-1.653846,0.307692,0.153846,3.08
Negative_F2226,0,0.0,0.0,0.193548,0.096774,0.193548,0.0,0.0,0.0,0.032258,0.0,0.0,0.064516,0.0,0.0,0.0,31.0,12.532322,11.999968,0.322581,0.096774,0.0,0.0,0.0,-0.416129,0.387097,0.193548,1.78
Negative_F608,0,0.08,0.0,0.04,0.16,0.0,0.12,0.0,0.0,0.0,0.0,0.04,0.04,0.12,0.04,0.04,25.0,4.579467,10.295295,0.2,0.04,0.04,0.04,0.0,-0.224,0.44,0.12,0.9036
Negative_F2079,0,0.034483,0.034483,0.0,0.137931,0.137931,0.068966,0.0,0.034483,0.034483,0.0,0.068966,0.068966,0.103448,0.034483,0.0,29.0,5.557023,10.595395,0.172414,0.034483,0.034483,0.0,0.0,0.162069,0.37931,0.034483,0.520345
Negative_F447,0,0.069767,0.186047,0.023256,0.116279,0.023256,0.069767,0.0,0.093023,0.023256,0.023256,0.046512,0.069767,0.0,0.023256,0.023256,43.0,3.386367,8.731292,0.093023,0.046512,0.023256,0.046512,0.0,-0.411628,0.232558,0.069767,1.756512
Negative_F1097,0,0.012048,0.0,0.048193,0.228916,0.012048,0.048193,0.024096,0.060241,0.096386,0.060241,0.060241,0.060241,0.036145,0.024096,0.060241,83.0,-1.348735,6.278685,0.036145,0.024096,0.036145,0.048193,0.024096,-0.884337,0.26506,0.13253,1.478916
Negative_F940,0,0.068966,0.0,0.137931,0.103448,0.0,0.068966,0.0,0.0,0.068966,0.034483,0.103448,0.103448,0.034483,0.0,0.034483,29.0,1.657756,9.528701,0.103448,0.0,0.103448,0.034483,0.0,-0.410345,0.344828,0.172414,1.058621
Negative_F1443,0,0.047619,0.095238,0.047619,0.285714,0.095238,0.190476,0.0,0.0,0.0,0.0,0.047619,0.0,0.047619,0.0,0.0,21.0,2.500929,9.390159,0.142857,0.0,0.0,0.0,0.0,1.1,0.428571,0.047619,-1.261905
Negative_F1754,0,0.096774,0.064516,0.032258,0.064516,0.064516,0.16129,0.0,0.0,0.064516,0.032258,0.064516,0.064516,0.032258,0.0,0.0,31.0,1.497258,8.787573,0.16129,0.0,0.0,0.096774,0.0,0.158065,0.387097,0.032258,0.647097
Negative_F1548,0,0.032609,0.130435,0.054348,0.119565,0.021739,0.021739,0.0,0.01087,0.163043,0.043478,0.065217,0.032609,0.065217,0.01087,0.032609,92.0,0.632518,7.821321,0.043478,0.054348,0.01087,0.043478,0.043478,-0.388043,0.23913,0.097826,1.398152
Negative_F1693,0,0.049587,0.066116,0.033058,0.057851,0.041322,0.066116,0.008264,0.07438,0.024793,0.041322,0.057851,0.057851,0.049587,0.033058,0.033058,121.0,8.400359,9.283463,0.107438,0.07438,0.016529,0.07438,0.033058,-0.801653,0.31405,0.099174,2.576942
Negative_F1509,0,0.04,0.0,0.026667,0.146667,0.066667,0.04,0.0,0.066667,0.106667,0.04,0.066667,0.053333,0.026667,0.053333,0.013333,75.0,0.390448,8.151979,0.066667,0.04,0.053333,0.04,0.053333,-0.985333,0.266667,0.093333,1.910667
Negative_F2341,0,0.071429,0.071429,0.0,0.0,0.142857,0.071429,0.071429,0.0,0.0,0.0,0.071429,0.0,0.071429,0.0,0.0,14.0,5.525357,11.735067,0.214286,0.214286,0.0,0.0,0.0,-0.2,0.428571,0.0,2.897857
Negative_F1520,0,0.09375,0.0,0.0625,0.09375,0.0625,0.0625,0.0,0.03125,0.03125,0.09375,0.0,0.0,0.09375,0.03125,0.0,32.0,1.658624,9.526832,0.125,0.03125,0.09375,0.09375,0.0,-0.553125,0.40625,0.09375,1.630625
Negative_F2123,0,0.020408,0.163265,0.061224,0.061224,0.0,0.040816,0.020408,0.061224,0.020408,0.020408,0.122449,0.020408,0.061224,0.0,0.0,49.0,4.462486,8.92373,0.102041,0.081633,0.061224,0.020408,0.061224,-0.634694,0.204082,0.061224,2.670816
Negative_F1569,0,0.065693,0.043796,0.065693,0.051095,0.021898,0.080292,0.0,0.007299,0.065693,0.080292,0.043796,0.043796,0.072993,0.014599,0.007299,137.0,2.693127,8.597649,0.072993,0.087591,0.036496,0.029197,0.109489,-0.679562,0.328467,0.087591,2.387591
Negative_F1872,0,0.05,0.133333,0.033333,0.1,0.066667,0.033333,0.0,0.066667,0.033333,0.033333,0.033333,0.066667,0.016667,0.0,0.016667,60.0,6.51767,9.132027,0.183333,0.016667,0.033333,0.033333,0.05,-0.713333,0.216667,0.05,1.953167
Negative_F394,0,0.029412,0.0,0.088235,0.147059,0.088235,0.117647,0.0,0.0,0.0,0.088235,0.0,0.0,0.029412,0.0,0.0,34.0,3.545467,9.872382,0.205882,0.058824,0.0,0.0,0.147059,-0.682353,0.352941,0.088235,1.924412
Negative_F732,0,0.083333,0.083333,0.083333,0.0,0.25,0.083333,0.0,0.083333,0.0,0.0,0.083333,0.0,0.0,0.0,0.0,12.0,-2.428857,4.353094,0.0,0.0,0.083333,0.083333,0.083333,0.825,0.5,0.083333,0.373333
Negative_F1567,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.083333,0.166667,0.0,0.25,0.0,0.083333,0.0,0.083333,12.0,0.552442,8.59088,0.083333,0.0,0.0,0.0,0.0,0.108333,0.416667,0.083333,0.310833
Negative_F1781,0,0.084211,0.021053,0.063158,0.073684,0.063158,0.084211,0.010526,0.052632,0.042105,0.021053,0.031579,0.094737,0.084211,0.021053,0.021053,95.0,-2.500489,4.955076,0.052632,0.052632,0.0,0.073684,0.052632,-0.017895,0.431579,0.105263,1.322316
Negative_F1534,0,0.067485,0.01227,0.042945,0.153374,0.042945,0.08589,0.02454,0.04908,0.01227,0.03681,0.07362,0.055215,0.055215,0.018405,0.030675,163.0,4.344025,9.227118,0.08589,0.03681,0.02454,0.067485,0.02454,-0.366258,0.368098,0.092025,1.454663
Negative_F2455,0,0.088235,0.058824,0.029412,0.088235,0.058824,0.117647,0.0,0.029412,0.0,0.0,0.029412,0.205882,0.117647,0.0,0.0,34.0,3.194621,9.697737,0.117647,0.029412,0.0,0.029412,0.0,0.594118,0.411765,0.029412,0.423529
Negative_F2150,0,0.0,0.0,0.0,0.0,0.058824,0.294118,0.0,0.117647,0.117647,0.117647,0.0,0.058824,0.058824,0.0,0.058824,17.0,-1.407306,5.24018,0.0,0.0,0.058824,0.0,0.058824,0.105882,0.470588,0.058824,0.292941
Negative_F2361,0,0.0,0.307692,0.076923,0.076923,0.0,0.076923,0.0,0.076923,0.0,0.038462,0.076923,0.0,0.0,0.038462,0.038462,26.0,3.390485,8.753082,0.076923,0.076923,0.038462,0.0,0.0,-0.073077,0.230769,0.153846,1.581154
Negative_F176,0,0.1,0.15,0.0,0.175,0.025,0.1,0.0,0.1,0.0,0.0,0.05,0.05,0.05,0.0,0.025,40.0,2.529395,8.692933,0.025,0.075,0.05,0.025,0.0,0.0475,0.3,0.025,1.32025
Negative_F733,0,0.133333,0.0,0.044444,0.088889,0.066667,0.044444,0.022222,0.111111,0.0,0.155556,0.044444,0.088889,0.022222,0.022222,0.088889,45.0,1.629395,9.310927,0.044444,0.0,0.022222,0.0,0.0,-0.477778,0.444444,0.155556,1.144
Negative_F1928,0,0.029412,0.0,0.117647,0.147059,0.147059,0.088235,0.0,0.029412,0.029412,0.029412,0.029412,0.0,0.0,0.0,0.0,34.0,9.557623,11.999968,0.0,0.323529,0.0,0.029412,0.0,-0.514706,0.382353,0.117647,3.842059
Negative_F2449,0,0.105263,0.0,0.105263,0.052632,0.105263,0.210526,0.0,0.0,0.052632,0.0,0.210526,0.0,0.052632,0.0,0.0,19.0,0.591574,8.757208,0.052632,0.0,0.052632,0.0,0.0,1.331579,0.578947,0.105263,-1.066842
Negative_F1597,0,0.037975,0.075949,0.037975,0.063291,0.088608,0.050633,0.050633,0.025316,0.050633,0.012658,0.050633,0.063291,0.063291,0.0,0.0,79.0,-4.529051,5.06631,0.126582,0.0,0.025316,0.063291,0.113924,-0.201266,0.329114,0.037975,1.322911
Negative_F1377,0,0.0,0.148148,0.074074,0.0,0.074074,0.074074,0.037037,0.037037,0.074074,0.0,0.148148,0.037037,0.111111,0.037037,0.0,27.0,3.152634,9.371205,0.037037,0.111111,0.0,0.0,0.0,0.659259,0.407407,0.111111,0.946667
Negative_F111,0,0.083333,0.041667,0.041667,0.166667,0.041667,0.0,0.0,0.083333,0.020833,0.041667,0.145833,0.041667,0.104167,0.020833,0.041667,48.0,3.465167,9.695545,0.041667,0.0625,0.0,0.0,0.020833,-0.277083,0.333333,0.104167,1.539167
Negative_F949,0,0.25,0.0,0.0,0.178571,0.071429,0.107143,0.0,0.035714,0.0,0.035714,0.035714,0.035714,0.035714,0.035714,0.0,28.0,0.552178,8.497852,0.107143,0.0,0.0,0.0,0.071429,0.253571,0.5,0.035714,0.002857
Negative_F392,0,0.052632,0.0,0.105263,0.0,0.052632,0.105263,0.0,0.052632,0.0,0.052632,0.052632,0.0,0.052632,0.0,0.0,19.0,4.594311,10.295359,0.315789,0.052632,0.0,0.052632,0.052632,-1.0,0.368421,0.105263,2.776842
Negative_F655,0,0.116279,0.046512,0.0,0.162791,0.069767,0.046512,0.0,0.116279,0.0,0.0,0.139535,0.046512,0.046512,0.046512,0.046512,43.0,2.493859,9.189984,0.093023,0.0,0.0,0.023256,0.0,-0.151163,0.372093,0.093023,0.800233
Negative_F699,0,0.081081,0.162162,0.0,0.162162,0.054054,0.027027,0.0,0.054054,0.054054,0.054054,0.081081,0.0,0.054054,0.0,0.081081,37.0,3.48235,8.888595,0.081081,0.027027,0.027027,0.0,0.0,-0.1,0.297297,0.081081,0.800541
Negative_F2364,0,0.090909,0.0,0.136364,0.090909,0.136364,0.0,0.045455,0.0,0.0,0.090909,0.045455,0.0,0.045455,0.0,0.0,22.0,1.593661,10.73729,0.045455,0.136364,0.045455,0.090909,0.0,-0.209091,0.454545,0.136364,2.331818
Negative_F1368,0,0.125,0.083333,0.125,0.0,0.125,0.125,0.0,0.041667,0.083333,0.0,0.041667,0.041667,0.041667,0.0,0.0,24.0,3.498424,9.701283,0.166667,0.0,0.0,0.0,0.0,1.004167,0.541667,0.125,-0.653333
Negative_F480,0,0.071429,0.0,0.071429,0.071429,0.071429,0.285714,0.0,0.142857,0.0,0.0,0.0,0.071429,0.071429,0.0,0.0,14.0,1.552442,10.002737,0.142857,0.0,0.0,0.0,0.0,0.9,0.571429,0.071429,-0.53
Negative_F2248,0,0.069767,0.0,0.069767,0.069767,0.023256,0.116279,0.0,0.023256,0.046512,0.046512,0.023256,0.023256,0.046512,0.0,0.069767,43.0,15.52969,11.999968,0.186047,0.186047,0.0,0.0,0.0,-0.972093,0.395349,0.139535,3.094884
Negative_F1033,0,0.0,0.206897,0.0,0.068966,0.068966,0.068966,0.034483,0.034483,0.0,0.0,0.034483,0.0,0.0,0.034483,0.0,29.0,1.554331,8.367755,0.068966,0.172414,0.034483,0.103448,0.068966,-0.810345,0.206897,0.034483,3.664138
Negative_F1618,0,0.090909,0.0,0.090909,0.0,0.363636,0.0,0.0,0.0,0.0,0.090909,0.181818,0.090909,0.0,0.0,0.0,11.0,0.557428,9.750021,0.0,0.090909,0.0,0.0,0.0,1.118182,0.545455,0.090909,0.487273
Negative_F353,0,0.0,0.205128,0.025641,0.205128,0.025641,0.025641,0.0,0.051282,0.076923,0.025641,0.025641,0.025641,0.0,0.025641,0.076923,39.0,4.461182,8.938171,0.025641,0.102564,0.076923,0.0,0.0,-0.646154,0.179487,0.128205,1.83359
Negative_F911,0,0.071429,0.035714,0.035714,0.107143,0.107143,0.107143,0.0,0.0,0.142857,0.0,0.035714,0.035714,0.035714,0.0,0.0,28.0,2.615732,10.046124,0.071429,0.107143,0.035714,0.071429,0.0,-0.092857,0.357143,0.035714,1.416786
Negative_F1450,0,0.162162,0.054054,0.081081,0.081081,0.027027,0.135135,0.0,0.054054,0.0,0.027027,0.054054,0.054054,0.027027,0.0,0.0,37.0,4.188924,9.699349,0.189189,0.0,0.0,0.0,0.054054,0.078378,0.432432,0.081081,0.661892
Negative_F2424,0,0.217391,0.086957,0.0,0.043478,0.086957,0.0,0.0,0.0,0.043478,0.0,0.304348,0.086957,0.043478,0.043478,0.043478,23.0,-0.798284,5.235974,0.0,0.0,0.0,0.0,0.0,0.695652,0.434783,0.086957,0.013913
Negative_F536,0,0.0,0.0,0.185185,0.0,0.0,0.148148,0.0,0.0,0.111111,0.111111,0.037037,0.0,0.0,0.037037,0.0,27.0,2.594136,11.417689,0.037037,0.185185,0.037037,0.037037,0.074074,-1.033333,0.37037,0.222222,3.342963
Negative_F2417,0,0.166667,0.083333,0.083333,0.041667,0.083333,0.125,0.0,0.0,0.041667,0.0,0.125,0.0,0.083333,0.0,0.0,24.0,3.498424,9.701283,0.166667,0.0,0.0,0.0,0.0,1.108333,0.541667,0.083333,-0.7075
Negative_F520,0,0.162162,0.054054,0.054054,0.162162,0.054054,0.135135,0.027027,0.027027,0.0,0.027027,0.027027,0.081081,0.0,0.0,0.0,37.0,3.533665,9.595426,0.135135,0.0,0.027027,0.0,0.027027,0.345946,0.432432,0.054054,0.018919
Negative_F2324,0,0.025,0.0,0.025,0.2,0.1,0.125,0.025,0.0,0.05,0.075,0.025,0.0,0.0,0.0,0.0,40.0,12.57887,11.999968,0.15,0.175,0.025,0.0,0.0,-0.8075,0.3,0.025,2.587
Negative_F1938,0,0.064103,0.051282,0.025641,0.051282,0.064103,0.038462,0.038462,0.051282,0.051282,0.064103,0.051282,0.025641,0.076923,0.012821,0.025641,78.0,4.54612,9.185858,0.128205,0.038462,0.038462,0.038462,0.064103,-0.619231,0.346154,0.064103,1.934103
Negative_F617,0,0.0,0.0,0.0,0.166667,0.111111,0.277778,0.0,0.0,0.111111,0.0,0.055556,0.0,0.111111,0.0,0.0,18.0,-1.440719,4.856574,0.055556,0.0,0.0,0.0,0.111111,1.127778,0.5,0.0,-1.265
Negative_F2060,0,0.133333,0.0,0.0,0.0,0.266667,0.0,0.066667,0.133333,0.0,0.0,0.066667,0.0,0.0,0.066667,0.0,15.0,3.54743,10.47774,0.266667,0.0,0.0,0.0,0.0,-0.053333,0.533333,0.066667,0.726667
Negative_F594,0,0.12,0.0,0.08,0.08,0.04,0.12,0.04,0.0,0.08,0.0,0.04,0.04,0.16,0.0,0.0,25.0,0.626815,8.605578,0.08,0.0,0.08,0.0,0.04,0.896,0.56,0.08,-0.7304
Negative_F282,0,0.116279,0.139535,0.023256,0.116279,0.023256,0.069767,0.0,0.046512,0.0,0.0,0.046512,0.023256,0.116279,0.0,0.023256,43.0,3.404648,8.919604,0.069767,0.093023,0.023256,0.046512,0.023256,0.17907,0.372093,0.046512,1.482326
Negative_F1422,0,0.0,0.117647,0.117647,0.0,0.176471,0.176471,0.0,0.0,0.117647,0.0,0.0,0.058824,0.058824,0.0,0.0,17.0,2.500929,9.390159,0.176471,0.0,0.0,0.0,0.0,1.417647,0.529412,0.117647,-1.344706
Negative_F1272,0,0.051948,0.0,0.0,0.155844,0.012987,0.012987,0.012987,0.051948,0.025974,0.051948,0.064935,0.051948,0.051948,0.038961,0.038961,77.0,1.356527,9.292811,0.038961,0.142857,0.038961,0.090909,0.064935,-1.662338,0.220779,0.077922,4.057143
Negative_F1808,0,0.065217,0.086957,0.021739,0.065217,0.021739,0.043478,0.043478,0.086957,0.043478,0.021739,0.108696,0.108696,0.021739,0.021739,0.065217,46.0,1.252272,8.476255,0.021739,0.065217,0.043478,0.0,0.043478,-0.580435,0.304348,0.108696,2.031304
Negative_F1795,0,0.0,0.0,0.0625,0.1875,0.0625,0.3125,0.0,0.0,0.0625,0.0,0.0,0.0,0.1875,0.0,0.0,16.0,1.552442,10.002737,0.125,0.0,0.0,0.0,0.0,1.76875,0.625,0.0625,-2.27125
Negative_F187,0,0.029412,0.176471,0.0,0.029412,0.029412,0.176471,0.0,0.0,0.0,0.088235,0.058824,0.029412,0.058824,0.0,0.058824,34.0,3.438504,8.9207,0.058824,0.117647,0.029412,0.029412,0.029412,0.020588,0.352941,0.058824,1.890882
Negative_F288,0,0.0,0.0,0.0625,0.03125,0.0625,0.125,0.03125,0.09375,0.21875,0.0,0.0,0.03125,0.0,0.03125,0.0625,32.0,1.549369,9.522577,0.0625,0.09375,0.0,0.0625,0.03125,-0.825,0.375,0.15625,1.930625
Negative_F257,0,0.052632,0.0,0.0,0.210526,0.263158,0.105263,0.0,0.052632,0.0,0.0,0.0,0.0,0.105263,0.0,0.0,19.0,1.552863,9.994292,0.105263,0.052632,0.0,0.052632,0.0,1.021053,0.526316,0.0,-0.353158
Negative_F909,0,0.15,0.1,0.05,0.05,0.1,0.15,0.0,0.05,0.05,0.05,0.0,0.1,0.05,0.0,0.05,20.0,0.503435,8.045284,0.05,0.0,0.0,0.0,0.0,1.11,0.55,0.1,-0.877
